index_date,close,volume
2015-01-02,0.0,49559500.0
2015-01-05,-0.7999992370605469,78385100.0
2015-01-06,-0.2800006866455078,84723300.0
2015-01-07,0.3900003433227539,85531000.0
2015-01-08,0.5599994659423828,83306300.0
2015-01-09,0.2800006866455078,50813100.0
2015-01-12,-0.6700000762939453,58728900.0
2015-01-13,0.25,65834800.0
2015-01-14,-0.18000030517578125,55736500.0
2015-01-15,0.40000057220458984,80907800.0
2015-01-16,0.12999916076660156,56978300.0
2015-01-19,-0.26999950408935725,30873100.0
2015-01-20,0.14000034332275568,72842900.0
2015-01-21,0.5899991989135724,48003500.0
2015-01-22,0.32999992370605646,74782400.0
2015-01-23,-0.25,43659400.0
2015-01-26,-0.14999961853027166,33202100.0
2015-01-27,0.31000041961669744,58750400.0
2015-01-28,-1.0300006866455078,106337900.0
2015-01-29,-0.4399995803833008,111506300.0
2015-01-30,-0.36999988555908203,87497200.0
2015-02-02,0.48999977111816406,57585100.0
2015-02-03,1.1800003051757812,98061700.0
2015-02-04,0.05000019073486328,117595000.0
2015-02-05,-0.1900005340576154,78992700.0
2015-02-06,-0.7100000381469744,117747100.0
2015-02-09,0.27999973297118963,72534200.0
2015-02-10,-0.4899997711181623,75478700.0
2015-02-11,0.1700000762939471,48681100.0
2015-02-12,0.36999988555908025,61706000.0
2015-02-13,0.5799999237060547,72282500.0
2015-02-18,0.010000228881835938,42896700.0
2015-02-19,-0.3299999237060547,38492400.0
2015-02-20,-0.06999969482421875,35272700.0
2015-02-23,-0.1400003433227539,41168500.0
2015-02-24,0.39999961853027166,48578000.0
2015-02-25,-0.5,96303900.0
2015-02-26,-0.17000007629394354,44179900.0
2015-02-27,0.32000064849853516,46969600.0
2015-03-02,-0.13000011444091975,38009000.0
2015-03-03,0.149999618530277,42133600.0
2015-03-04,-0.29999923706054865,48308500.0
2015-03-05,-0.030000686645507812,52913800.0
2015-03-06,0.010000228881835938,27181900.0
2015-03-09,-0.3299999237060547,37625700.0
2015-03-10,-0.39999961853027344,72090500.0
2015-03-11,0.2199993133544922,44035300.0
2015-03-12,-0.26999950408935547,63029900.0
2015-03-13,-0.13000011444091797,72933500.0
2015-03-16,0.05000019073486328,53380500.0
2015-03-17,0.4699993133544922,63896300.0
2015-03-18,0.3400001525878906,65324600.0
2015-03-19,-0.2799997329711914,42857200.0
2015-03-20,0.3000001907348633,65339300.0
2015-03-23,0.10999965667724787,34124600.0
2015-03-24,0.09000015258788707,36392400.0
2015-03-25,0.38000011444091975,84659600.0
2015-03-26,-0.4700002670288068,58862000.0
2015-03-27,0.02999973297118963,51152500.0
2015-03-30,0.35000038146972656,33372200.0
2015-03-31,-0.05000019073486328,46908300.0
2015-04-01,0.6000003814697266,59374600.0
2015-04-02,0.42999935150146484,69001800.0
2015-04-06,0.020000457763671875,45227600.0
2015-04-07,0.21000003814697088,61721500.0
2015-04-08,-0.350000381469723,73904600.0
2015-04-09,1.010000228881836,79280800.0
2015-04-10,0.23000049591064275,70021600.0
2015-04-13,0.46000003814697266,104809600.0
2015-04-14,0.18999958038330078,87127100.0
2015-04-15,0.880000114440918,103042800.0
2015-04-16,-0.3600006103515625,109852700.0
2015-04-17,-0.029999732971191406,71274400.0
2015-04-20,0.11999988555908381,52514600.0
2015-04-22,-0.06999969482422053,65914800.0
2015-04-23,-0.13000011444091797,182613700.0
2015-04-24,0.35000038146972656,106143700.0
2015-04-27,-0.6999998092651367,53111300.0
2015-04-28,0.25,60884300.0
2015-04-29,0.04999923706054865,35821900.0
2015-04-30,0.2400007247924787,48515300.0
2015-05-04,0.7299995422363281,55651100.0
2015-05-05,0.6400003433227521,76329800.0
2015-05-06,-0.6400003433227521,72197500.0
2015-05-07,-0.13000011444091797,44978900.0
2015-05-08,-0.14999961853027344,43687900.0
2015-05-11,0.26000022888183594,28040500.0
2015-05-12,-0.04000091552734375,30765100.0
2015-05-13,0.25,45346800.0
2015-05-14,-0.07999992370605646,49457700.0
2015-05-15,0.14000034332275568,54224100.0
2015-05-18,-0.3400001525878906,82200400.0
2015-05-19,-0.8099994659423828,70521100.0
2015-05-20,-0.05000019073486328,43164900.0
2015-05-21,0.6399993896484375,53682900.0
2015-05-22,-0.4099998474121076,53753700.0
2015-05-25,-0.23999977111816406,24377600.0
2015-05-26,-0.43999958038330256,44844200.0
2015-05-27,0.14999961853027344,47223300.0
2015-05-28,0.10999965667724432,96419400.0
2015-05-29,-0.3199996948242152,75971600.0
2015-06-01,0.02999973297118963,40498000.0
2015-06-02,0.5200004577636719,47041600.0
