index_date,close,volume
2022-01-01,,1503756117.832623
2022-02-01,,1533998751.6412914
2022-03-01,,1551415903.5278304
2022-04-01,,1563172786.4296963
2022-05-01,,1572431623.2407117
2022-06-01,,1580587997.5558789
2022-07-01,,1588257822.1795878
2022-08-01,,1595712917.8640816
2022-09-01,,1603073247.2417705
2022-10-01,,1610391753.4123118
2022-11-01,,1617691801.7499468
2022-12-01,,1624983704.0935557
