index_date,abev3,volume,high,low,open
2010-01-01,0.0,18064795.486538,0.0,0.0,0.0
2010-02-01,-0.3193909398354302,16017789.7976313,0.1268318073420298,-0.008385896491329703,0.81750089502144
2010-03-01,-0.3515881204395592,22565959.8360544,-0.5157329454175192,-0.2641038836707006,-0.36254722735291
2010-04-01,0.3042886902423598,16082977.5043476,-0.13071603384452057,-0.03337878338253919,-0.3149391099866392
2010-05-01,0.37821410887671014,18668249.7503431,0.0650320697812905,0.04628577843068982,0.3066920367880792
2010-06-01,0.3634082391502993,38744815.6510965,0.9850547463424801,0.4762955118729195,0.39061295228376025
2010-07-01,0.27516394954692025,19028408.2243408,0.07323040720247942,0.3573537723918099,0.3769228471369601
2010-08-01,0.43731119769285964,17215555.1307349,0.10315776171680024,0.15654456906560021,0.19388776127525986
2010-09-01,0.2260041951114502,13961172.4217457,0.4662681863861602,0.31601856769909986,0.3896409013244302
2010-10-01,0.78905964303949,19039093.7215051,1.05414844967708,0.3343287488608002,0.4581146167474204
2010-11-01,-0.4211837037481301,14323119.4414219,-0.05423205248857954,0.3553957548985105,0.5946329427454904
2010-12-01,0.17398247337350004,14272394.7784379,0.02361907122415907,0.019408743666229356,-0.37633568913118065
2011-01-01,-0.23072198225412954,10258343.5099009,0.1744836654872799,-0.2080958734054601,0.1700622639907996
2011-02-01,-0.4600176618301406,11707262.3749432,-0.6323410191714895,-0.10969233573583992,-0.3310735749660596
2011-03-01,0.38076690112522993,22807221.4145506,-0.25630904972565993,-0.016363815020509875,-0.4189934914403004
2011-04-01,0.6617256520194612,9922717.6659769,0.30455104829843904,0.3726284362647103,0.3809319258830204
2011-05-01,0.1600507914473397,7951896.99985603,1.1048571028956413,0.39459729567786983,0.6806382183018096
2011-06-01,0.3858401776897402,13896303.7549177,-0.2280028327977508,0.18800754163737032,0.08744425407063083
2011-07-01,-1.076915682193671,11127422.8974763,0.07412675684395964,-0.2843342846850403,0.46869610139564877
2011-08-01,1.7803495503575801,19752136.8968971,0.3432783293547299,-0.24460611960209988,-0.9681166392553591
2011-09-01,0.10950094715811964,30144749.6760889,0.3787419713040201,1.1996575099122806,1.6056992301801793
2011-10-01,0.06028224792924064,20325182.5333796,0.1569416961002812,0.18379073669063928,0.013334188493130839
2011-11-01,0.018716104309339343,18768660.1355056,0.14510094530876927,-0.010840664335830752,0.09021466636487929
2011-12-01,0.5736227007094996,18401305.4220202,0.7211796392923997,0.5286009592261411,0.10562080164137022
2012-01-01,0.2552371797245012,19188369.8238226,0.13773842226440003,0.5346535416068292,0.6239132680799706
2012-02-01,0.7816817943584997,31559945.4127663,0.863367257896801,0.3614820706075097,0.11711531718779966
2012-03-01,1.0826739087058002,19436078.8541445,1.4141790807819987,0.7589274625140998,0.8155021649542995
2012-04-01,0.9345384307959996,20537456.6373849,0.24259128246000117,0.9241489233971016,1.179050428439
2012-05-01,-0.5697468092542994,22554284.5078662,-0.13976577921109978,-0.2034250764471004,0.9621686796626001
2012-06-01,0.09845548713239971,57334676.8883709,-0.13875862233020086,0.016883217685599305,-0.8462097575153003
2012-07-01,0.13293428528320028,17750336.1497855,0.021979421152899192,0.32897427519569966,0.35852023482390116
2012-08-01,0.09716632798549973,20753472.856407,-0.015889558800399328,0.17706115132410005,0.047223318844199724
2012-09-01,0.0013539391053001282,22641311.7046019,0.052679139689800536,0.1583211207976003,0.0742249645381996
2012-10-01,0.9560541516908998,20461012.2977999,3.5082817517116993,0.47451738710950053,0.31959416578879996
2012-11-01,1.3104630879774994,139304582.437726,-1.1188483973513002,0.17827041707879943,0.7563114772218
2012-12-01,0.9940593917011,55936437.0828884,1.9276736815731006,1.7475909929280995,1.2953321065712
2013-01-01,1.8430608207263006,34413933.6903581,0.8329408568742984,1.8296171097773009,0.9881235772793993
2013-02-01,-1.0562981427504994,32180288.5015854,0.02773878741700031,0.3238686076510007,1.842934830297601
2013-03-01,-0.9911431837224001,23650208.9820213,-0.5830747869880994,-1.162010346102301,-1.0602453521116004
2013-04-01,0.05527139518909863,32141780.5817902,-1.576774010705698,-1.2078396705088004,-0.8176960487157992
2013-05-01,0.4575637008949016,22960055.5243907,0.9204146494650978,0.9071737423255009,-0.0925620351818992
2013-06-01,0.13315375542349983,22957376.6451714,-0.144062550015299,-0.3611509587932993,0.534770804995798
2013-07-01,0.5082097470221996,21719760.72412,0.36807527643249927,0.6360920917346,-0.4742137820511978
2013-08-01,-0.3835768632815011,31559947.8200026,0.37368622652680017,0.46037965770620026,0.977219227135997
2013-09-01,0.18275651611070032,28577950.5566178,-0.03918653715779996,-0.2078455148212015,-0.19269693251169784
2013-10-01,-0.11167670428709897,24555737.7555615,-0.06684885423659992,0.43461635188479875,0.2910582960329009
2013-11-01,0.5024777670162983,186979064.999805,0.18295129389800024,-0.4182405497766979,-0.34645272599870225
2013-12-01,-0.2282063722514991,170304894.165778,0.06440788588410129,-0.05758547438319894,0.35302727624090124
2014-01-01,-0.9496483439707006,225936449.336919,-0.08210577794480045,-0.3764921814856024,-0.09629423126219905
2014-02-01,0.2583457605846995,207591082.335208,-0.6024776926289022,-0.4137564522686983,-1.0778546257281008
2014-03-01,0.1557192526004023,179141529.577848,-0.22217203702919974,0.643078173340399,0.32377300577559964
2014-04-01,-0.5682932507324026,247422001.575283,0.482865273065201,-0.2359127577029998,0.12658515998229802
2014-05-01,-0.08186487985989999,208962201.983025,-0.7531353056076,-0.18497162391349953,-0.467222922927899
2014-06-01,-0.10976421793239766,180741833.783309,0.21477938195560142,0.20451516981279916,-0.042012244751099104
2014-07-01,-0.2574390131743005,278458356.842764,0.0873808090642001,-0.10850281867219991,-0.11765126557719974
2014-08-01,0.7472264403042015,232591824.799993,-0.253391428588003,-0.39357324865209975,-0.30952029626680044
2014-09-01,-0.5031721352274019,244989812.849242,-0.23286024427319774,0.15268034387939977,0.8243890173844992
2014-10-01,0.6211708021509992,379249995.167123,0.35331964098119784,-0.4426418285033993,-0.7031190118750992
2014-11-01,0.2958464971487018,232638601.668422,0.6524642382474006,0.7078485636865999,0.5666205961762998
2014-12-01,-0.23849772663470148,817276879.229826,-0.5951468588681976,-0.49873326046690103,0.2814272423793014
2015-01-01,1.3389548042026007,266141678.995858,1.3515676577167994,0.7345447995630998,0.012104789539797878
2015-02-01,0.15588775280309974,217123552.350296,0.7646063010443989,1.4211459881395,1.1774172406333
2015-03-01,0.13834225759779883,246988115.715735,-0.2576938984595998,-0.2586006576501987,0.1537450740290005
2015-04-01,0.5129159775807004,231150530.832874,0.5789636890830003,0.8630669624174985,0.3388450762465993
2015-05-01,-0.16405146954850025,187326467.934415,0.502795043514201,-0.051040603422698894,0.41806262200880084
2015-06-01,0.6028354980520021,242348543.478314,-0.2272229454235024,0.46885243173380076,-0.1923864769388004
2015-07-01,0.21653057759159822,260728893.011268,0.37015745074340245,0.1310783366952002,0.6990688982344011
2015-08-01,-0.4309976371481987,275543629.925408,-0.011682479219100372,-1.3944455190935017,0.0038951073736974706
2015-09-01,0.08975450585059974,309456453.9618,0.020773300957699803,1.2988106037023996,-0.6773680793855981
2015-10-01,0.09890769753349815,249916209.189725,0.15809602460739924,-0.2218950089806988,0.5394818828298007
2015-11-01,-0.23470625787729915,233467393.964108,-0.18979518302120013,0.07587243295629875,0.0715878002673982
2015-12-01,-0.5471104696428988,242082338.404547,-0.36661806605140157,-0.16719730081839757,-0.1788019486081005
2016-01-01,0.5275394820878994,266717970.083698,-0.4828601458204993,-1.6426301433879011,-0.5018610068366982
2016-02-01,-1.312136800924101,252319872.083687,-0.26639023060599953,1.1376907233579985,0.1134139928938005
2016-03-01,1.0492524209163,401233034.908893,0.5767796265001017,-0.10037316509049887,-1.039803773121001
2016-04-01,0.4900930306905025,171240901.801003,-0.12968238431450274,0.29574222892989965,0.9725572263736986
2016-05-01,-0.07770516463870081,248391913.0453,-0.11693571844890016,0.3477123749954991,0.5290951266990014
2016-06-01,0.22885424731099846,271210448.114627,0.8183201327876013,0.0903836476009019,-0.14386669297029897
2016-07-01,-0.7549063829900007,262275409.497522,-0.37422517340520045,0.6144851196165,0.34334037569280085
2016-08-01,0.4205613226747005,252564002.469707,0.3637803188760991,-0.36616344136220036,-0.6513990900910009
2016-09-01,0.3198471126423996,238644798.799917,-0.24771227114109706,0.27884767884840045,0.2387841609225987
2016-10-01,-0.30514560425809734,244815116.276153,-0.33198686644560027,-0.15090334156800012,0.3486357889904994
2016-11-01,-1.3620755958156003,299874250.059667,-0.18570760611700265,-1.4118389853050992,-0.2660871929622992
2016-12-01,-0.5805299019000003,296801843.138233,-1.6031649517175985,-0.8965089193099018,-1.4507220777827996
2017-01-01,0.40782322548739813,223713148.620649,0.3387199134946002,0.2983037020441017,-0.3443742877741016
2017-02-01,0.5065088648943004,201590972.826372,0.5336165426328989,0.2969742457253979,0.4328381916752022
2017-03-01,0.2801116164307018,263017489.292286,-0.19631129538559833,-0.24439181266649967,0.3453129075058996
2017-04-01,-0.2275609387546993,248224642.936746,-0.043626177021000245,0.45327259791969965,0.027552735139998674
2017-05-01,0.556191242283699,312684000.716995,1.1961029789639,0.8870851484388993,-0.016737286082499025
2017-06-01,0.01761548371869992,332211670.8938,0.14237690295659888,-0.35225568014719855,0.6095709863889986
2017-07-01,0.056853430684299155,215470005.62177,-0.22242137050649902,0.20209390476919964,0.0072292917521004085
2017-08-01,0.9586643592552022,223852142.299373,0.5196043056234991,1.143291071792401,0.1246387394510009
2017-09-01,0.8619214975876979,298217723.672454,1.6119556186524022,0.40667928074989845,1.0108354579523997
2017-10-01,0.8047637661132008,284465009.528876,0.7748881958859997,1.0652701466392998,0.7004938973975001
2017-11-01,-0.18044418573879994,272922363.146246,-0.5566097131056011,-0.3103363976158988,0.9841585628286005
2017-12-01,0.7424198006012013,276927365.284401,0.46457239528429994,0.6953149956441003,-0.38089965502069845
2018-01-01,0.28034374496319714,231150179.108556,0.2982296285950987,0.7629789515210987,1.0894713331777979
2018-02-01,0.09978931899420118,362404914.812973,0.06857290773980296,-0.41898783672899853,0.14829398416799933
2018-03-01,2.0177277613039983,266756157.405613,1.8831517470292987,0.7635785072126993,0.4879187154965017
2018-04-01,-1.0646892560579992,291531446.405954,0.1396167456642985,0.544740418298101,1.1651528205912989
2018-05-01,-3.6524102432345984,437197847.158073,-1.5858939246841004,-3.035983693980299,-0.8748484988209988
2018-06-01,-1.3194220421643017,349187442.328309,-2.326340058160298,-1.8298660001771019,-3.6687342524346995
2018-07-01,0.46435132707550153,300966805.672328,-0.5326310266053014,0.20397277147160153,-1.1920005134924025
2018-08-01,-0.06938823041719999,320043241.722399,-0.5202654117468981,0.5132989227513995,0.656493745783802
2018-09-01,-0.6929666716475005,257710321.416323,-0.5087901510243,-0.5425754956361004,-0.15412082711059938
2018-10-01,-0.9642292370414012,459658598.868083,-0.6091552132632998,-3.1112408476508,-0.7270550762385
2018-11-01,0.4330991936106017,351931732.216512,-1.0652167667773007,1.1748158816903995,-0.9440275519765002
2018-12-01,-1.6316708959788997,351615250.788067,-0.15617444107660106,-0.6883632229545995,0.4896305587318004
2019-01-01,1.8806343639714989,590511125.871742,0.9326670292835004,0.44016464266120003,-1.4451707838518004
2019-02-01,-0.11041475863919814,494747055.261024,0.5262841885539018,1.6629309871031985,1.631657969901898
2019-03-01,-0.41890782625729983,456979647.846727,-0.9898252555366014,-0.9979763635668988,-0.4025341250760981
2019-04-01,1.3577654018719976,437052385.779128,0.9268733650297989,0.3400306051000008,-0.5688745966417024
2019-05-01,-1.0959398708527992,475157482.219487,-0.3371961848593976,-0.10242262783300049,1.5273178597784032
2019-06-01,0.6492370552773004,311884300.443581,0.5179867839461991,0.4018324955512007,-0.9356161820287028
2019-07-01,1.2543050868810006,520203372.352923,1.639617015070698,0.6697450593973997,1.0575353816472024
