index_date,close,volume,high,low,open
2022-09-01,,20986545.47675907,15.614024265775887,15.566227031451591,15.622009615270395
2022-09-02,,21694339.644488025,15.614523939100382,15.435612775741436,15.866198509172223
2022-09-03,,22689111.05851219,15.618132609618401,15.36538934407418,15.866198509172223
2022-09-04,,22682014.910659626,15.623211309533358,15.154938761546097,15.866198509172223
2022-09-05,,24205193.80423507,15.628962359438896,15.205256453418425,15.866198509172223
2022-09-06,,24576304.201115202,15.634997822277985,15.536732090496818,15.866198509172223
2022-09-07,,26143582.85411445,15.641129318703683,15.433939909251286,15.866198509172223
2022-09-08,,26322204.36824951,15.647265656632486,15.38244885492054,15.866198509172223
2022-09-09,,27740656.07357527,15.653362971758908,15.182388073200126,15.866198509172223
2022-09-10,,27796372.494013116,15.659400443561678,15.23575035233749,15.866198509172223
2022-09-11,,28833337.05810916,15.665368467866111,15.564835824548073,15.866198509172223
2022-09-12,,28912603.4541213,15.671262896377831,15.457060750763203,15.866198509172223
2022-09-13,,30107120.998650003,15.67708223113705,15.399139145846611,15.866198509172223
2022-09-14,,30329236.014796473,15.682826258167326,15.192782711757188,15.866198509172223
2022-09-15,,31638728.39107208,15.6884953820836,15.240394089600168,15.866198509172223
2022-09-16,,32182801.549934857,15.694090302101648,15.564728216491702,15.866198509172223
2022-09-17,,33493340.778942388,15.699611854326124,15.454206056847545,15.866198509172223
2022-09-18,,33933021.2598951,15.705060935023505,15.394845801283603,15.866198509172223
2022-09-19,,35150635.18209747,15.710438463337683,15.188344747771184,15.866198509172223
2022-09-20,,35519457.79322822,15.715745363214937,15.236297659967125,15.866198509172223
2022-09-21,,36502730.3293966,15.720982554683802,15.56111200626355,15.866198509172223
2022-09-22,,36890655.911877386,15.726150949690096,15.451795034515694,15.866198509172223
2022-09-23,,37976298.46875591,15.731251450149488,15.39356477880494,15.866198509172223
2022-09-24,,38457538.88797757,15.736284947079053,15.188220683297152,15.866198509172223
2022-09-25,,39619068.326774806,15.741252320253286,15.236798873561035,15.866198509172223
2022-09-26,,40305305.38137286,15.746154438114532,15.561662138874404,15.866198509172223
2022-09-27,,41471676.048321806,15.75099215780628,15.452700854123945,15.866198509172223
2022-09-28,,42096994.965266414,15.755766325265322,15.394588070808533,15.866198509172223
2022-09-29,,43209598.735019095,15.760477775341553,15.189416327232255,15.866198509172223
2022-09-30,,43794914.32480294,15.765127331930268,15.237787091726899,15.866198509172223
