index_date,close,volume,high,low,open
2019-01-02,0.0,18692900.0,0.0,0.0,0.0
2019-01-03,0.18000030517578125,22739200.0,0.030000686645507812,0.49000072479248225,0.6100006103515643
2019-01-04,0.2199993133544922,27484600.0,0.3600006103515625,0.1400003433227539,0.28999900817871094
2019-01-07,-0.06999969482421875,17084500.0,-0.060001373291015625,0.3099994659423828,0.2700004577636719
2019-01-08,-0.3299999237060547,22108700.0,0.07000160217285156,-0.25,-0.029998779296875
2019-01-09,0.22999954223632812,16479100.0,-0.15999984741210938,0.020000457763671875,-0.3400001525878906
2019-01-10,0.470001220703125,23347300.0,0.45999908447265625,0.1700000762939453,0.1999988555908203
2019-01-11,0.4400005340576172,73632000.0,0.29000091552734375,0.5999984741210938,0.6200008392333984
2019-01-14,0.25,31707300.0,0.3699989318847656,0.220001220703125,0.2199993133544922
2019-01-15,0.15999984741210938,35536600.0,0.13000106811523438,0.1999988555908203,0.3299999237060547
2019-01-16,0.09999847412109375,19990600.0,0.049999237060546875,0.26000022888183594,0.13000106811523438
2019-01-17,0.05000114440917969,22422400.0,0.06999969482421875,-0.07999992370605469,-0.020000457763671875
2019-01-18,0.14999961853027344,21264700.0,0.09000015258789062,0.1400012969970703,0.2199993133544922
2019-01-21,0.0,9103600.0,0.0,0.019998550415039062,0.030000686645507812
2019-01-22,-0.45999908447265625,22633800.0,0.07999992370605113,-0.22999954223632812,-0.04000091552734375
2019-01-23,-0.3600006103515625,26855900.0,-0.4599990844726527,-0.3299999237060547,-0.28999900817871094
2019-01-24,-0.020000457763671875,24197500.0,-0.32000160217285156,-0.12999916076660156,-0.39999961853027344
2019-01-28,0.7900009155273438,32754800.0,0.7000007629394531,0.1399993896484375,-0.10000038146972656
2019-01-29,-0.07999992370605469,30181400.0,0.20000076293945312,0.5900001525878906,0.9200000762939453
2019-01-30,0.09999847412109375,19243300.0,0.0,-0.05000114440917969,-0.05000114440917969
2019-01-31,-0.45999908447265625,22631500.0,-0.10000038146972656,-0.11999893188476562,0.030000686645507812
2019-02-01,0.600000381469723,19948900.0,0.010000228881832385,0.020000457763671875,-0.45999908447265625
2019-02-04,0.3400001525878942,23329600.0,0.3699989318847692,0.3699989318847656,0.529998779296875
2019-02-05,0.18999862670898793,23156300.0,0.43000030517578125,0.4300003051757777,0.3099994659423828
2019-02-06,-0.5499992370605504,22891100.0,-0.25,-0.2399997711181605,0.060001373291015625
2019-02-07,0.6599998474121094,41426700.0,0.21000099182128906,0.10000038146972656,-0.25
2019-02-08,-0.5300006866455114,38093500.0,0.10999870300292969,-0.060001373291015625,0.4599990844726598
2019-02-11,0.4899997711181676,29145400.0,-0.23999977111816406,-0.019998550415042615,-0.399999618530277
2019-02-12,-0.03999900817871094,23990500.0,0.3099994659423828,0.4899997711181676,0.5300006866455078
2019-02-13,-0.28000068664550426,32536700.0,-0.18999862670898793,-0.3000011444091797,0.07999992370605113
2019-02-14,0.20000076293944957,20335700.0,-0.19000053405761363,-0.18999862670898793,-0.5
2019-02-15,-0.10000038146972656,14836400.0,0.06999969482421875,0.28999900817871804,0.2199993133544922
2019-02-18,-0.2999992370605469,14494400.0,-0.22999954223632457,-0.30999946594238637,-0.07999992370605113
2019-02-19,0.12999916076660156,16276800.0,0.05999946594237926,0.06999969482421875,-0.3099994659423828
2019-02-20,-0.17000007629394176,22077800.0,-0.029998779296875,-0.020000457763668322,0.11999893188476562
2019-02-21,0.17000007629394176,15038500.0,-0.13000106811523438,0.010000228881835938,-0.06999969482421875
2019-02-22,0.0,22170000.0,-0.09000015258789062,-0.13999938964844105,0.0
2019-02-25,0.0699996948242223,9837900.0,0.13000106811523438,0.23999977111816406,0.05999946594238281
2019-02-26,0.10000038146972301,12685600.0,0.129999160766598,0.049999237060546875,0.12000083923339844
2019-02-27,-0.12999916076660512,16915100.0,-0.05999946594237926,-0.029998779296875,0.010000228881835938
2019-02-28,-1.1300010681152308,49931300.0,-0.3700008392333949,-1.1000003814697266,-0.2900009155273402
2019-03-01,-0.4699993133544922,37227300.0,-0.9200000762939489,-0.5599994659423828,-1.0000000000000036
2019-03-06,-0.3899993896484375,18259400.0,-0.45999908447265625,-0.25,-0.4200000762939453
2019-03-07,0.31999969482421875,20143000.0,0.07999992370605469,-0.05000114440917969,-0.34999847412109375
2019-03-08,-0.10000038146972656,20486300.0,-0.14999961853027344,0.09000015258789062,0.2199993133544922
2019-03-11,0.5200004577636719,24113400.0,0.5599994659423828,0.220001220703125,0.10000038146972656
2019-03-12,-0.1100006103515625,19858900.0,0.06999969482421875,0.2599983215332031,0.5100002288818359
2019-03-13,-0.10000038146972656,20265200.0,-0.28999900817871094,-0.1399993896484375,-0.220001220703125
2019-03-14,-0.23999977111816406,20534200.0,-0.12000083923339844,-0.1700000762939453,-0.05999946594238281
2019-03-15,0.10000038146972656,31836900.0,-0.12999916076660156,-0.07999992370605469,-0.26000022888183594
2019-03-18,0.5499992370605469,31559300.0,0.7299995422363281,0.29000091552734375,0.1399993896484375
2019-03-19,-0.11999893188476562,16625600.0,-0.10000038146972656,0.3899993896484375,0.470001220703125
2019-03-20,-0.1900005340576172,18926100.0,-0.12000083923339844,-0.1700000762939453,-0.1100006103515625
2019-03-21,-0.020000457763671875,35961000.0,-0.029998779296875,-0.31999969482421875,-0.2700004577636719
2019-03-22,-0.26000022888183594,33908300.0,-0.37000083923339844,-0.15999984741210938,-0.18999862670898438
2019-03-25,-0.1999988555908203,17569800.0,-0.11999893188476562,-0.09000015258789062,-0.05000114440917969
2019-03-26,0.4699993133544922,30804300.0,0.37999916076660156,-0.13000106811523438,-0.010000228881835938
2019-03-27,-0.4499988555908203,32628900.0,-0.20000076293945312,0.15000152587890625,0.15999984741210938
2019-03-28,0.20999908447265625,21093200.0,-0.019998550415039062,0.029998779296875,-0.2599983215332031
2019-03-29,0.07999992370605469,15839700.0,0.029998779296875,0.220001220703125,0.3299999237060547
2019-04-01,-0.010000228881835938,12340900.0,0.030000686645507812,0.03999900817871094,0.0
2019-04-02,-0.049999237060546875,15431100.0,0.12999916076660156,-0.020000457763671875,0.12999916076660156
2019-04-03,0.06999969482421875,14753700.0,-0.009998321533203125,0.07000160217285156,-0.12999916076660156
2019-04-04,0.4799995422363281,15281900.0,0.279998779296875,0.09999847412109375,0.07999992370605469
2019-04-05,0.12000083923339844,16184700.0,0.25,0.46000099182128906,0.4200000762939453
2019-04-08,-0.09000015258789062,10742400.0,-0.1700000762939453,-0.1900005340576172,0.06999969482421875
2019-04-09,0.3400001525878906,25773700.0,0.21000099182128906,0.049999237060546875,-0.23000144958496094
2019-04-10,-0.1400012969970703,20199100.0,0.06999969482421875,0.1700000762939453,0.4900016784667969
2019-04-11,-0.2999992370605469,15229900.0,-0.12000083923339844,-0.1700000762939453,-0.1900005340576172
2019-04-12,-0.1900005340576172,29774300.0,-0.1399993896484375,-0.20999908447265625,-0.4500007629394531
2019-04-15,0.3600006103515625,18868300.0,-0.07999992370605469,0.09000015258789062,0.1400012969970703
2019-04-16,0.1100006103515625,13454300.0,0.25,0.25,0.17999839782714844
2019-04-17,-0.48000144958496094,31512000.0,0.020000457763671875,-0.3800010681152344,0.3100013732910156
2019-04-18,0.030000686645507812,21532200.0,-0.48999977111816406,-0.09999847412109375,-0.48999977111816406
2019-04-22,0.4200000762939453,19577100.0,0.3599987030029297,0.07999992370605469,-0.12000083923339844
